Date,Year,Pump sets,Cumulative pump sets energized,Groundwater_Level,Average Rainfall (mm),POPULATION,RURAL_POPULATION,URBAN_POPULATION,GROWTH_RATE_PERCENT
2003-02-12,2003,323894.53150684934,14153530.97260274,17.29,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-13,2003,323916.5917808219,14154437.87671233,17.97,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-14,2003,323938.65205479454,14155344.780821918,17.66,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-15,2003,323960.7123287671,14156251.684931507,17.58,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-16,2003,323982.77260273974,14157158.589041095,16.96,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-17,2003,324004.8328767123,14158065.493150683,17.29,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-18,2003,324026.89315068495,14158972.397260277,17.81,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-19,2003,324048.9534246575,14159879.301369864,17.24,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-20,2003,324071.0136986301,14160786.205479452,17.8,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-21,2003,324093.0739726027,14161693.10958904,17.66,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-22,2003,324115.13424657536,14162600.01369863,17.31,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-23,2003,324137.1945205479,14163506.91780822,17.09,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-24,2003,324159.25479452056,14164413.821917808,17.77,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-25,2003,324181.31506849313,14165320.726027396,17.56,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-26,2003,324203.37534246576,14166227.630136987,17.61,3.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-27,2003,324225.43561643834,14167134.534246575,17.64,134.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-02-28,2003,324247.49589041097,14168041.438356165,17.75,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-01,2003,324269.55616438354,14168948.342465753,19.07,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-02,2003,324291.61643835617,14169855.246575342,19.06,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-03,2003,324313.67671232874,14170762.150684932,19.78,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-04,2003,324335.7369863014,14171669.05479452,19.11,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-05,2003,324357.79726027395,14172575.95890411,19.57,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-06,2003,324379.8575342466,14173482.863013698,19.44,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-07,2003,324401.91780821915,14174389.767123288,19.23,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-08,2003,324423.9780821918,14175296.671232875,19.37,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-09,2003,324446.0383561644,14176203.575342463,19.32,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-10,2003,324468.098630137,14177110.479452057,18.89,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-11,2003,324490.1589041096,14178017.383561645,19.57,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-12,2003,324512.2191780822,14178924.287671233,19.72,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-13,2003,324534.2794520548,14179831.191780822,19.59,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-14,2003,324556.3397260274,14180738.09589041,19.58,32.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-15,2003,324578.4,14181645.0,19.41,50.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-16,2003,324600.4602739726,14182551.90410959,18.72,8.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-17,2003,324622.5205479452,14183458.808219178,19.02,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-18,2003,324644.5808219178,14184365.712328767,19.17,174.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-19,2003,324666.64109589043,14185272.616438355,19.84,164.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-20,2003,324688.701369863,14186179.520547943,19.45,70.4,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-21,2003,324710.76164383563,14187086.424657537,19.71,47.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-22,2003,324732.8219178082,14187993.328767125,19.36,2.4,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-23,2003,324754.88219178084,14188900.232876712,19.76,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-24,2003,324776.9424657534,14189807.136986302,19.79,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-25,2003,324799.00273972604,14190714.04109589,19.48,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-26,2003,324821.0630136986,14191620.94520548,19.76,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-27,2003,324843.12328767125,14192527.849315068,19.86,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-28,2003,324865.1835616438,14193434.753424658,20.02,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-29,2003,324887.24383561645,14194341.657534247,19.71,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-30,2003,324909.304109589,14195248.561643835,19.48,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-03-31,2003,324931.36438356165,14196155.465753425,19.1,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-01,2003,324953.4246575342,14197062.369863013,19.82,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-02,2003,324975.48493150686,14197969.273972604,19.9,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-03,2003,324997.54520547943,14198876.178082192,20.11,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-04,2003,325019.60547945206,14199783.08219178,20.01,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-05,2003,325041.66575342463,14200689.98630137,20.01,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-06,2003,325063.72602739726,14201596.89041096,19.84,2.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-07,2003,325085.78630136984,14202503.794520548,20.31,42.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-08,2003,325107.84657534247,14203410.698630136,20.37,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-09,2003,325129.90684931504,14204317.602739723,20.2,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-10,2003,325151.9671232877,14205224.506849317,20.51,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-11,2003,325174.0273972603,14206131.410958905,20.45,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-12,2003,325196.0876712329,14207038.315068493,20.13,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-13,2003,325218.1479452055,14207945.219178082,20.09,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-14,2003,325240.2082191781,14208852.12328767,20.58,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-15,2003,325262.2684931507,14209759.02739726,19.78,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-16,2003,325284.3287671233,14210665.93150685,20.35,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-17,2003,325306.3890410959,14211572.835616438,19.96,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-18,2003,325328.4493150685,14212479.739726027,20.41,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-19,2003,325350.5095890411,14213386.643835615,20.26,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-20,2003,325372.5698630137,14214293.547945203,20.34,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-21,2003,325394.6301369863,14215200.452054797,20.08,11.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-22,2003,325416.6904109589,14216107.356164385,20.27,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-23,2003,325438.7506849315,14217014.260273973,20.46,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-24,2003,325460.8109589041,14217921.164383562,19.95,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-25,2003,325482.8712328767,14218828.06849315,20.03,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-26,2003,325504.9315068493,14219734.97260274,20.1,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-27,2003,325526.99178082193,14220641.87671233,19.82,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-28,2003,325549.0520547945,14221548.780821918,20.0,76.4,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-29,2003,325571.11232876714,14222455.684931507,20.08,111.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-04-30,2003,325593.1726027397,14223362.589041095,20.55,150.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-01,2003,325615.23287671234,14224269.493150683,19.56,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-02,2003,325637.2931506849,14225176.397260277,19.49,28.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-03,2003,325659.35342465754,14226083.301369864,19.3,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-04,2003,325681.4136986301,14226990.205479452,19.09,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-05,2003,325703.47397260275,14227897.10958904,19.53,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-06,2003,325725.5342465753,14228804.01369863,19.73,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-07,2003,325747.59452054795,14229710.91780822,19.28,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-08,2003,325769.6547945205,14230617.821917808,19.91,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-09,2003,325791.71506849315,14231524.726027396,19.2,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-10,2003,325813.7753424657,14232431.630136987,19.38,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-11,2003,325835.8356164384,14233338.534246575,18.83,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-12,2003,325857.89589041093,14234245.438356165,19.09,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-13,2003,325879.9561643836,14235152.342465753,19.71,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-14,2003,325902.0164383562,14236059.246575342,19.63,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-15,2003,325924.0767123288,14236966.150684932,19.3,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-16,2003,325946.1369863014,14237873.05479452,18.92,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-17,2003,325968.197260274,14238779.95890411,19.22,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-18,2003,325990.2575342466,14239686.863013698,19.27,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-19,2003,326012.3178082192,14240593.767123288,19.29,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-20,2003,326034.3780821918,14241500.671232875,19.32,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-21,2003,326056.4383561644,14242407.575342463,20.0,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-22,2003,326078.498630137,14243314.479452057,19.31,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-23,2003,326100.5589041096,14244221.383561645,19.08,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-24,2003,326122.6191780822,14245128.287671233,19.51,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-25,2003,326144.6794520548,14246035.191780822,19.72,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-26,2003,326166.7397260274,14246942.09589041,19.14,22.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-27,2003,326188.8,14247849.0,19.49,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-28,2003,326210.8602739726,14248755.90410959,19.86,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-29,2003,326232.9205479452,14249662.808219178,19.08,40.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-30,2003,326254.9808219178,14250569.712328767,19.49,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-05-31,2003,326277.0410958904,14251476.616438355,18.93,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-01,2003,326299.101369863,14252383.520547943,17.6,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-02,2003,326321.1616438356,14253290.424657537,17.83,15.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-03,2003,326343.22191780823,14254197.328767125,17.98,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-04,2003,326365.2821917808,14255104.232876712,17.76,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-05,2003,326387.34246575343,14256011.136986302,17.42,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-06,2003,326409.402739726,14256918.04109589,17.34,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-07,2003,326431.46301369864,14257824.94520548,17.18,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-08,2003,326453.5232876712,14258731.849315068,17.37,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-09,2003,326475.58356164384,14259638.753424658,17.42,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-10,2003,326497.6438356164,14260545.657534247,17.14,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-11,2003,326519.70410958905,14261452.561643835,17.61,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-12,2003,326541.7643835616,14262359.465753425,17.55,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-13,2003,326563.82465753425,14263266.369863013,17.27,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-14,2003,326585.8849315068,14264173.273972604,17.26,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-15,2003,326607.94520547945,14265080.178082192,17.63,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-16,2003,326630.0054794521,14265987.08219178,17.5,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-17,2003,326652.06575342466,14266893.98630137,17.72,5.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-18,2003,326674.1260273973,14267800.89041096,17.4,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-19,2003,326696.18630136986,14268707.794520548,17.68,4.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-20,2003,326718.2465753425,14269614.698630136,17.15,12.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-21,2003,326740.30684931506,14270521.602739723,16.89,51.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-22,2003,326762.3671232877,14271428.506849317,17.28,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-23,2003,326784.42739726027,14272335.410958905,17.45,40.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-24,2003,326806.4876712329,14273242.315068493,17.66,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-25,2003,326828.5479452055,14274149.219178082,17.46,9.6,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-26,2003,326850.6082191781,14275056.12328767,17.78,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-27,2003,326872.6684931507,14275963.02739726,17.77,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-28,2003,326894.7287671233,14276869.93150685,18.04,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-29,2003,326916.7890410959,14277776.835616438,17.26,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-06-30,2003,326938.8493150685,14278683.739726027,17.6,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-01,2003,326960.9095890411,14279590.643835615,15.37,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-02,2003,326982.9698630137,14280497.547945203,14.38,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-03,2003,327005.0301369863,14281404.452054797,15.07,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-04,2003,327027.0904109589,14282311.356164385,14.79,3.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-05,2003,327049.1506849315,14283218.260273973,15.06,24.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-06,2003,327071.2109589041,14284125.164383562,15.25,12.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-07,2003,327093.2712328767,14285032.06849315,15.55,8.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-08,2003,327115.3315068493,14285938.97260274,14.8,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-09,2003,327137.3917808219,14286845.87671233,15.13,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-10,2003,327159.4520547945,14287752.780821918,14.59,7.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-11,2003,327181.5123287671,14288659.684931507,15.01,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-12,2003,327203.57260273973,14289566.589041095,14.5,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-13,2003,327225.6328767123,14290473.493150683,15.25,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-14,2003,327247.69315068494,14291380.397260277,15.16,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-15,2003,327269.7534246575,14292287.301369864,15.17,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-16,2003,327291.81369863014,14293194.205479452,15.18,31.4,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-17,2003,327313.8739726027,14294101.10958904,14.92,16.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-18,2003,327335.93424657534,14295008.01369863,15.13,8.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-19,2003,327357.9945205479,14295914.91780822,14.9,12.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-20,2003,327380.05479452055,14296821.821917808,15.34,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-21,2003,327402.1150684932,14297728.726027396,14.05,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-22,2003,327424.1753424657,14298635.630136987,15.19,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-23,2003,327446.2356164384,14299542.534246575,15.44,10.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-24,2003,327468.2958904109,14300449.438356165,15.13,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-25,2003,327490.3561643836,14301356.342465753,14.88,14.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-26,2003,327512.41643835616,14302263.246575342,15.44,7.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-27,2003,327534.4767123288,14303170.150684932,14.97,14.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-28,2003,327556.53698630136,14304077.05479452,14.92,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-29,2003,327578.597260274,14304983.95890411,15.53,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-30,2003,327600.65753424657,14305890.863013698,15.07,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-07-31,2003,327622.7178082192,14306797.767123288,15.06,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-01,2003,327644.77808219177,14307704.671232875,12.69,5.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-02,2003,327666.8383561644,14308611.575342463,13.21,6.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-03,2003,327688.898630137,14309518.479452057,12.67,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-04,2003,327710.9589041096,14310425.383561645,12.47,9.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-05,2003,327733.0191780822,14311332.287671233,13.09,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-06,2003,327755.0794520548,14312239.191780822,12.46,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-07,2003,327777.1397260274,14313146.09589041,12.37,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-08,2003,327799.2,14314053.0,13.05,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-09,2003,327821.2602739726,14314959.90410959,12.9,7.6,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-10,2003,327843.3205479452,14315866.808219178,12.63,12.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-11,2003,327865.3808219178,14316773.712328767,12.38,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-12,2003,327887.4410958904,14317680.616438355,12.17,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-13,2003,327909.501369863,14318587.520547943,12.38,14.4,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-14,2003,327931.5616438356,14319494.424657537,12.53,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-15,2003,327953.6219178082,14320401.328767125,12.3,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-16,2003,327975.6821917808,14321308.232876712,13.05,22.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-17,2003,327997.7424657534,14322215.136986302,12.5,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-18,2003,328019.80273972603,14323122.04109589,12.85,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-19,2003,328041.8630136986,14324028.94520548,12.81,7.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-20,2003,328063.92328767123,14324935.849315068,12.63,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-21,2003,328085.98356164386,14325842.753424658,13.07,24.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-22,2003,328108.04383561644,14326749.657534247,12.71,23.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-23,2003,328130.10410958907,14327656.561643835,12.55,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-24,2003,328152.16438356164,14328563.465753425,12.33,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-25,2003,328174.2246575343,14329470.369863013,12.43,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-26,2003,328196.28493150685,14330377.273972604,12.7,10.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-27,2003,328218.3452054795,14331284.178082192,12.47,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-28,2003,328240.40547945205,14332191.08219178,12.95,8.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-29,2003,328262.4657534247,14333097.98630137,12.17,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-30,2003,328284.52602739725,14334004.89041096,12.88,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-08-31,2003,328306.5863013699,14334911.794520548,12.23,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-01,2003,328328.64657534246,14335818.698630136,10.61,6.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-02,2003,328350.7068493151,14336725.602739723,11.06,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-03,2003,328372.76712328766,14337632.506849317,10.91,5.2,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-04,2003,328394.8273972603,14338539.410958905,11.14,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-05,2003,328416.88767123286,14339446.315068493,10.58,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-06,2003,328438.9479452055,14340353.219178082,10.98,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-07,2003,328461.00821917807,14341260.12328767,10.73,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-08,2003,328483.0684931507,14342167.02739726,10.69,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-09,2003,328505.1287671233,14343073.93150685,10.7,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-10,2003,328527.1890410959,14343980.835616438,10.81,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-11,2003,328549.2493150685,14344887.739726027,11.22,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-12,2003,328571.3095890411,14345794.643835615,10.84,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-13,2003,328593.3698630137,14346701.547945203,10.67,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-14,2003,328615.4301369863,14347608.452054797,10.29,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-15,2003,328637.4904109589,14348515.356164385,10.64,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-16,2003,328659.5506849315,14349422.260273973,10.38,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-17,2003,328681.6109589041,14350329.164383562,10.86,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-18,2003,328703.6712328767,14351236.06849315,10.48,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-19,2003,328725.7315068493,14352142.97260274,10.77,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-20,2003,328747.7917808219,14353049.87671233,10.54,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-21,2003,328769.8520547945,14353956.780821918,10.78,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-22,2003,328791.9123287671,14354863.684931507,10.49,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-23,2003,328813.9726027397,14355770.589041095,10.66,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-24,2003,328836.0328767123,14356677.493150683,10.66,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-25,2003,328858.09315068496,14357584.397260277,10.87,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-26,2003,328880.15342465753,14358491.301369864,10.65,2.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-27,2003,328902.21369863016,14359398.205479452,11.08,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-28,2003,328924.27397260274,14360305.10958904,11.14,53.6,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-29,2003,328946.33424657537,14361212.01369863,11.15,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-09-30,2003,328968.39452054794,14362118.91780822,10.66,11.6,3024343.0,733866.0,2290477.0,1.825239358129327
2003-10-01,2003,328990.45479452057,14363025.821917808,9.95,0.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-10-02,2003,329012.51506849314,14363932.726027396,10.65,128.0,3024343.0,733866.0,2290477.0,1.825239358129327
2003-10-03,2003,329034.5753424658,14364839.630136987,9.73,214.6,3024343.0,733866.0,2290477.0,1.825239358129327
2003-10-04,2003,329056.63561643835,14365746.534246575,9.99,96.8,3024343.0,733866.0,2290477.0,1.825239358129327
2003-10-05,2003,329078.695890411,14366653.438356165,9.74,11.2,3024343.0,733866.0,2290477.0,1.825239358129327
